row_id;game_id;player_id;seat_position;is_start_player;objective_MostInvestors;objective_MostEngineers;objective_NewWorldExplorer;objective_BasicGoodsProducer;objective_ExplorerTrader;objective_LuxuryFactories;objective_SingleIslandBonus;objective_MostExpeditionCards;objective_ExtraAction;objective_ArtifactBonus;objective_NewWorldProductFactories;objective_AnimalBonus;objective_ArtisanGoodsFactories;objective_MostTradeChips;objective_PrestigeFactories;objective_ResidentCardsPenalty;objective_EngineerGoodsFactories;objective_DiscardResidentCard;objective_InvestorExhaustForGold;objective_MostResidentsTotal;start_cards_l2_count;start_cards_l5_count;start_cards_l7_count;start_reward_new_residents_count;start_reward_upgrade_count;start_reward_tradepoints_count;start_reward_gold_count;start_reward_extraaction_count;start_reward_expedition_count;start_reward_discard_count;start_reward_explorationpoints_count;start_reward_freegoodschoice_count;start_reward_gold_and_tradepoints_count;strategy_name;rounds_played;game_end_status;fulfill_needs_count;final_points;rank;is_winner
54;18;2;3;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;7;2;0;3;1;2;2;1;0;0;0;0;0;adaptiveResidentStrategy;55;;81;121;1;1
55;19;0;3;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;7;2;0;4;2;0;1;1;0;0;0;1;0;balanced;300;aborted_300_rounds;114;154;1;1
56;19;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;7;2;0;4;1;1;2;0;0;1;0;0;0;balanced;300;aborted_300_rounds;130;131;2;0
57;19;2;2;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;7;2;0;1;2;2;2;1;0;0;1;0;0;balanced;300;aborted_300_rounds;131;107;3;0
58;20;0;3;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;7;2;0;4;1;1;2;0;0;1;0;0;0;factoryVariety;153;;111;126;1;1
59;20;1;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;7;2;0;5;0;1;1;0;0;1;1;0;0;adaptiveResidentStrategy;153;;80;93;3;0
60;20;2;2;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;7;2;0;4;2;0;1;1;0;0;1;0;0;eliteResidentProduction;153;;50;122;2;0
61;21;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;7;2;0;2;1;3;2;1;0;0;0;0;0;explorationFocus;217;;114;127;1;1
62;21;1;3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;7;2;0;4;2;0;1;0;1;1;0;0;0;balanced;217;;144;106;2;0
63;21;2;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;7;2;0;4;2;2;0;1;0;0;0;0;0;balanced;217;;43;84;3;0
64;22;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;7;2;0;3;1;3;0;0;0;1;1;0;0;factoryVariety;245;;81;116;3;0
65;22;1;2;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;7;2;0;4;2;1;0;1;0;1;0;0;0;adaptiveResidentStrategy;245;;136;151;1;1
66;22;2;3;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;7;2;0;3;1;2;2;0;0;1;0;0;0;explorationFocus;245;;134;127;2;0
67;23;0;2;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;7;2;0;5;0;1;1;0;0;1;1;0;0;eliteResidentProduction;217;;132;109;2;0
68;23;1;3;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;7;2;0;3;2;3;0;0;0;1;0;0;0;shipBuilding;217;;130;149;1;1
69;23;2;1;1;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;7;2;0;4;0;3;1;0;0;1;0;0;0;explorationFocus;217;;53;84;3;0
70;24;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;7;2;0;5;3;0;0;0;1;0;0;0;0;explorationFocus;178;;38;109;3;0
71;24;1;2;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;7;2;0;2;2;1;2;1;0;0;0;1;0;eliteResidentProduction;178;;130;128;2;0
72;24;2;3;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;7;2;0;5;1;1;0;1;0;1;0;0;0;balanced;178;;55;153;1;1
73;25;0;1;1;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;7;2;0;5;1;1;0;1;0;1;0;0;0;eliteResidentProduction;190;;86;114;1;1
74;25;1;2;0;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;7;2;0;4;0;0;3;2;0;0;0;0;0;adaptiveResidentStrategy;190;;76;106;3;0
75;25;2;3;0;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;7;2;0;4;0;3;2;0;0;0;0;0;0;balanced;190;;62;107;2;0
76;26;0;1;1;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;7;2;0;2;2;1;2;1;0;0;0;1;0;balanced;115;;54;98;3;0
77;26;1;2;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;7;2;0;4;1;2;0;2;0;0;0;0;0;factoryVariety;115;;147;161;1;1
78;26;2;3;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;7;2;0;3;2;2;1;1;0;0;0;0;0;shipBuilding;115;;54;136;2;0
79;27;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;1;0;7;2;0;3;2;3;0;0;0;1;0;0;0;adaptiveResidentStrategy;123;;142;114;1;1
80;27;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;1;0;7;2;0;3;1;4;0;0;0;0;0;1;0;factoryVariety;123;;136;104;2;0
81;27;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;1;0;7;2;0;3;2;1;1;1;0;0;1;0;0;adaptiveResidentStrategy;123;;141;87;3;0
82;28;0;3;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;7;2;0;4;0;2;1;1;0;0;0;1;0;balanced;275;;76;149;1;1
83;28;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;7;2;0;6;1;0;1;0;0;0;1;0;0;factoryVariety;275;;131;119;3;0
84;28;2;2;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;7;2;0;1;1;4;2;0;1;0;0;0;0;balanced;275;;155;137;2;0
85;29;0;3;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;7;2;0;3;0;2;2;0;0;2;0;0;0;adaptiveResidentStrategy;155;;107;99;3;0
86;29;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;7;2;0;5;2;1;1;0;0;0;0;0;0;factoryVariety;155;;123;147;1;1
87;29;2;2;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;7;2;0;2;1;2;2;1;0;0;1;0;0;factoryVariety;155;;140;109;2;0
88;30;0;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;7;2;0;4;2;1;0;1;0;1;0;0;0;explorationFocus;300;aborted_300_rounds;123;137;2;0
89;30;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;7;2;0;5;1;1;0;1;0;0;1;0;0;shipBuilding;300;aborted_300_rounds;92;100;3;0
90;30;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;7;2;0;4;1;0;3;0;0;1;0;0;0;adaptiveResidentStrategy;300;aborted_300_rounds;62;157;1;1
91;31;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;7;2;0;3;4;1;0;0;0;1;0;0;0;eliteResidentProduction;210;;125;131;2;0
92;31;1;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;7;2;0;3;0;2;3;1;0;0;0;0;0;eliteResidentProduction;210;;98;86;3;0
93;31;2;3;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;7;2;0;6;1;1;0;0;1;0;0;0;0;factoryVariety;210;;74;153;1;1
94;32;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;7;2;0;3;1;3;0;0;1;1;0;0;0;factoryVariety;115;;87;114;3;0
95;32;1;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;7;2;0;5;0;2;0;2;0;0;0;0;0;balanced;115;;54;125;2;0
96;32;2;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;7;2;0;4;3;0;1;1;0;0;0;0;0;factoryVariety;115;;116;158;1;1
97;33;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;7;2;0;3;2;1;1;2;0;0;0;0;0;balanced;114;;78;126;2;0
98;33;1;2;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;7;2;0;4;2;0;1;1;0;1;0;0;0;adaptiveResidentStrategy;114;;37;84;3;0
99;33;2;3;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;7;2;0;6;0;1;0;1;1;0;0;0;0;balanced;114;;67;158;1;1
100;34;0;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;7;2;0;4;1;1;1;1;0;1;0;0;0;adaptiveResidentStrategy;133;;46;138;2;0
101;34;1;2;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;7;2;0;3;1;2;1;1;1;0;0;0;0;adaptiveResidentStrategy;133;;114;141;1;1
102;34;2;3;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;7;2;0;3;4;1;0;1;0;0;0;0;0;balanced;133;;38;133;3;0
103;35;0;3;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;7;2;0;4;3;1;0;0;0;1;0;0;0;adaptiveResidentStrategy;200;;147;89;3;0
104;35;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;7;2;0;2;2;2;1;2;0;0;0;0;0;factoryVariety;200;;35;107;2;0
105;35;2;2;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;7;2;0;2;3;0;2;2;0;0;0;0;0;eliteResidentProduction;200;;39;134;1;1
106;36;0;2;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;7;2;0;2;2;3;0;1;0;0;0;1;0;adaptiveResidentStrategy;125;;63;129;2;0
107;36;1;3;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;7;2;0;5;0;2;1;0;0;1;0;0;0;adaptiveResidentStrategy;125;;148;103;3;0
108;36;2;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;7;2;0;2;0;2;3;1;0;0;0;1;0;explorationFocus;125;;139;134;1;1
109;37;0;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;7;2;0;3;1;2;1;1;0;0;1;0;0;eliteResidentProduction;90;;70;130;2;0
110;37;1;2;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;7;2;0;3;2;1;1;1;1;0;0;0;0;factoryVariety;90;;122;157;1;1
111;37;2;3;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;7;2;0;3;2;2;0;2;0;0;0;0;0;eliteResidentProduction;90;;90;125;3;0
112;38;0;3;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;7;2;0;4;1;3;0;0;0;1;0;0;0;explorationFocus;103;;74;134;2;0
113;38;1;1;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;7;2;0;4;1;3;0;1;0;0;0;0;0;adaptiveResidentStrategy;103;;51;82;3;0
114;38;2;2;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;7;2;0;3;3;1;1;1;0;0;0;0;0;eliteResidentProduction;103;;66;143;1;1
115;39;0;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;7;2;0;3;0;4;1;0;0;0;0;1;0;adaptiveResidentStrategy;105;;153;88;3;0
116;39;1;2;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;7;2;0;4;2;1;1;1;0;0;0;0;0;balanced;105;;46;164;1;1
117;39;2;3;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;7;2;0;4;2;1;0;1;0;0;1;0;0;eliteResidentProduction;105;;30;105;2;0
118;40;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;7;2;0;5;1;1;0;0;0;1;1;0;0;eliteResidentProduction;173;;64;97;2;0
119;40;1;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;7;2;0;5;1;1;1;1;0;0;0;0;0;adaptiveResidentStrategy;173;;29;91;3;0
120;40;2;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;7;2;0;4;1;1;1;1;0;1;0;0;0;eliteResidentProduction;173;;30;131;1;1
121;41;0;3;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;7;2;0;2;2;2;1;0;2;0;0;0;0;adaptiveResidentStrategy;205;;91;116;3;0
122;41;1;1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;7;2;0;5;0;2;1;0;0;0;0;1;0;balanced;205;;127;140;2;0
123;41;2;2;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;7;2;0;2;1;4;0;0;0;1;1;0;0;eliteResidentProduction;205;;134;165;1;1
124;42;0;2;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;7;2;0;2;2;2;1;1;1;0;0;0;0;factoryVariety;135;;149;141;1;1
125;42;1;3;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;7;2;0;6;1;1;1;0;0;0;0;0;0;adaptiveResidentStrategy;135;;52;128;2;0
126;42;2;1;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;7;2;0;4;1;2;0;1;0;0;0;1;0;balanced;135;;132;110;3;0
127;43;0;3;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;7;2;0;4;1;0;2;1;1;0;0;0;0;eliteResidentProduction;73;;151;126;2;0
128;43;1;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;7;2;0;5;0;2;0;2;0;0;0;0;0;shipBuilding;73;;29;110;3;0
129;43;2;2;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;7;2;0;2;4;1;1;0;0;0;1;0;0;eliteResidentProduction;73;;140;128;1;1
130;44;0;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;7;2;0;2;3;2;1;0;0;1;0;0;0;factoryVariety;85;;42;110;3;0
131;44;1;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;7;2;0;5;1;1;0;1;0;1;0;0;0;adaptiveResidentStrategy;85;;127;150;2;0
132;44;2;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;7;2;0;1;1;2;3;1;0;0;0;1;0;explorationFocus;85;;129;162;1;1
133;45;0;2;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;7;2;0;3;0;2;2;0;0;0;2;0;0;eliteResidentProduction;64;;140;122;2;0
134;45;1;3;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;7;2;0;3;1;1;2;1;1;0;0;0;0;factoryVariety;64;;74;126;1;1
135;45;2;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;7;2;0;2;2;2;1;1;0;1;0;0;0;eliteResidentProduction;64;;142;110;3;0
136;46;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;7;2;0;2;2;2;1;1;1;0;0;0;0;adaptiveResidentStrategy;145;;50;146;1;1
