row_id;game_id;player_id;seat_position;is_start_player;objective_MostInvestors;objective_MostEngineers;objective_NewWorldExplorer;objective_BasicGoodsProducer;objective_ExplorerTrader;objective_LuxuryFactories;objective_SingleIslandBonus;objective_MostExpeditionCards;objective_ExtraAction;objective_ArtifactBonus;objective_NewWorldProductFactories;objective_AnimalBonus;objective_ArtisanGoodsFactories;objective_MostTradeChips;objective_PrestigeFactories;objective_ResidentCardsPenalty;objective_EngineerGoodsFactories;objective_DiscardResidentCard;objective_InvestorExhaustForGold;objective_MostResidentsTotal;start_cards_l2_count;start_cards_l5_count;start_cards_l7_count;start_reward_new_residents_count;start_reward_upgrade_count;start_reward_tradepoints_count;start_reward_gold_count;start_reward_extraaction_count;start_reward_expedition_count;start_reward_discard_count;start_reward_explorationpoints_count;start_reward_freegoodschoice_count;start_reward_gold_and_tradepoints_count;strategy_name;rounds_played;game_end_status;fulfill_needs_count;final_points;rank;is_winner
20;7;1;3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;7;2;0;2;4;0;1;0;2;0;0;0;0;balanced;300;aborted_300_rounds;0;14;2;0
21;7;2;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;7;2;0;3;1;3;1;0;0;0;1;0;0;factoryVariety;300;aborted_300_rounds;0;14;2;0
22;8;0;1;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;7;2;0;5;0;2;1;0;1;0;0;0;0;eliteResidentProduction;300;aborted_300_rounds;0;16;1;1
23;8;1;2;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;7;2;0;4;3;2;0;0;0;0;0;0;0;adaptiveResidentStrategy;300;aborted_300_rounds;0;16;1;1
24;8;2;3;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;7;2;0;4;0;2;1;0;0;2;0;0;0;eliteResidentProduction;300;aborted_300_rounds;0;16;1;1
25;9;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;7;2;0;5;2;2;0;0;0;0;0;0;0;adaptiveResidentStrategy;300;aborted_300_rounds;0;-14;1;1
26;9;1;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;7;2;0;4;2;0;2;0;0;1;0;0;0;balanced;300;aborted_300_rounds;0;-20;2;0
27;9;2;3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;7;2;0;2;2;3;1;0;1;0;0;0;0;factoryVariety;300;aborted_300_rounds;0;-22;3;0
28;10;0;2;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;7;2;0;2;2;3;0;0;1;0;0;1;0;factoryVariety;300;aborted_300_rounds;0;34;1;1
29;10;1;3;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;7;2;0;2;2;3;1;0;0;0;0;1;0;shipBuilding;300;aborted_300_rounds;0;34;1;1
30;10;2;1;1;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;7;2;0;6;1;1;0;1;0;0;0;0;0;shipBuilding;300;aborted_300_rounds;0;34;1;1
31;11;0;3;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;7;2;0;2;2;3;0;2;0;0;0;0;0;eliteResidentProduction;300;aborted_300_rounds;0;-18;1;1
32;11;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;7;2;0;4;1;1;1;0;0;1;0;1;0;eliteResidentProduction;300;aborted_300_rounds;0;-18;1;1
33;11;2;2;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;7;2;0;1;2;1;4;0;0;0;1;0;0;explorationFocus;300;aborted_300_rounds;0;-18;1;1
34;12;0;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;7;2;0;2;3;2;1;1;0;0;0;0;0;explorationFocus;300;aborted_300_rounds;0;-6;2;0
35;12;1;2;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;7;2;0;4;1;0;2;1;0;1;0;0;0;eliteResidentProduction;300;aborted_300_rounds;0;0;1;1
36;12;2;3;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;7;2;0;5;1;2;0;0;0;1;0;0;0;adaptiveResidentStrategy;300;aborted_300_rounds;0;0;1;1
37;13;0;3;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;7;2;0;3;1;2;1;1;0;1;0;0;0;explorationFocus;300;aborted_300_rounds;0;18;1;1
38;13;1;1;1;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;7;2;0;5;1;1;0;1;0;1;0;0;0;factoryVariety;300;aborted_300_rounds;0;18;1;1
39;13;2;2;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;7;2;0;2;3;1;1;0;1;0;0;1;0;explorationFocus;300;aborted_300_rounds;0;18;1;1
40;14;0;2;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;7;2;0;3;0;3;2;0;0;0;0;1;0;adaptiveResidentStrategy;300;aborted_300_rounds;0;6;1;1
41;14;1;3;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;7;2;0;5;0;0;2;2;0;0;0;0;0;eliteResidentProduction;300;aborted_300_rounds;0;6;1;1
42;14;2;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;7;2;0;3;3;0;1;1;0;1;0;0;0;factoryVariety;300;aborted_300_rounds;0;6;1;1
43;15;0;2;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;7;2;0;4;3;1;1;0;0;0;0;0;0;eliteResidentProduction;300;aborted_300_rounds;0;34;1;1
44;15;1;3;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;7;2;0;3;3;3;0;0;0;0;0;0;0;explorationFocus;300;aborted_300_rounds;0;34;1;1
45;15;2;1;1;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;7;2;0;5;1;1;0;1;0;1;0;0;0;balanced;300;aborted_300_rounds;0;34;1;1
46;16;0;2;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;7;2;0;2;3;2;0;1;0;1;0;0;0;balanced;300;aborted_300_rounds;0;0;1;1
47;16;1;3;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;7;2;0;2;1;3;1;0;1;0;1;0;0;shipBuilding;300;aborted_300_rounds;0;0;1;1
48;16;2;1;1;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;7;2;0;6;1;0;1;0;0;1;0;0;0;explorationFocus;300;aborted_300_rounds;0;0;1;1
49;17;0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;7;2;0;3;1;2;2;0;0;1;0;0;0;eliteResidentProduction;300;aborted_300_rounds;0;34;1;1
50;17;1;2;0;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;7;2;0;4;1;2;0;0;2;0;0;0;0;explorationFocus;300;aborted_300_rounds;0;34;1;1
51;17;2;3;0;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;7;2;0;3;3;1;1;0;0;0;1;0;0;explorationFocus;300;aborted_300_rounds;0;34;1;1
52;18;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;7;2;0;4;2;0;1;0;0;2;0;0;0;shipBuilding;300;aborted_300_rounds;0;0;1;1
53;18;1;2;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;7;2;0;4;0;2;1;2;0;0;0;0;0;explorationFocus;300;aborted_300_rounds;0;0;1;1
54;18;2;3;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;7;2;0;3;1;2;2;1;0;0;0;0;0;adaptiveResidentStrategy;300;aborted_300_rounds;0;0;1;1
55;19;0;3;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;7;2;0;4;2;0;1;1;0;0;0;1;0;balanced;300;aborted_300_rounds;0;-18;1;1
56;19;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;7;2;0;4;1;1;2;0;0;1;0;0;0;balanced;300;aborted_300_rounds;0;-18;1;1
57;19;2;2;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;7;2;0;1;2;2;2;1;0;0;1;0;0;balanced;300;aborted_300_rounds;0;-18;1;1
58;20;0;3;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;7;2;0;4;1;1;2;0;0;1;0;0;0;factoryVariety;300;aborted_300_rounds;0;34;1;1
59;20;1;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;7;2;0;5;0;1;1;0;0;1;1;0;0;adaptiveResidentStrategy;300;aborted_300_rounds;0;28;2;0
60;20;2;2;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;7;2;0;4;2;0;1;1;0;0;1;0;0;eliteResidentProduction;300;aborted_300_rounds;0;28;2;0
61;21;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;7;2;0;2;1;3;2;1;0;0;0;0;0;explorationFocus;300;aborted_300_rounds;0;20;1;1
62;21;1;3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;7;2;0;4;2;0;1;0;1;1;0;0;0;balanced;300;aborted_300_rounds;0;20;1;1
63;21;2;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;7;2;0;4;2;2;0;1;0;0;0;0;0;balanced;300;aborted_300_rounds;0;20;1;1
64;22;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;7;2;0;3;1;3;0;0;0;1;1;0;0;factoryVariety;300;aborted_300_rounds;0;-8;3;0
65;22;1;2;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;7;2;0;4;2;1;0;1;0;1;0;0;0;adaptiveResidentStrategy;300;aborted_300_rounds;0;0;1;1
66;22;2;3;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;7;2;0;3;1;2;2;0;0;1;0;0;0;explorationFocus;300;aborted_300_rounds;0;-6;2;0
67;23;0;2;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;7;2;0;5;0;1;1;0;0;1;1;0;0;eliteResidentProduction;300;aborted_300_rounds;0;18;1;1
68;23;1;3;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;7;2;0;3;2;3;0;0;0;1;0;0;0;shipBuilding;300;aborted_300_rounds;0;18;1;1
69;23;2;1;1;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;7;2;0;4;0;3;1;0;0;1;0;0;0;explorationFocus;300;aborted_300_rounds;0;18;1;1
70;24;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;7;2;0;5;3;0;0;0;1;0;0;0;0;explorationFocus;300;aborted_300_rounds;0;18;1;1
71;24;1;2;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;7;2;0;2;2;1;2;1;0;0;0;1;0;eliteResidentProduction;300;aborted_300_rounds;0;18;1;1
72;24;2;3;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;7;2;0;5;1;1;0;1;0;1;0;0;0;balanced;300;aborted_300_rounds;0;18;1;1
73;25;0;1;1;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;7;2;0;5;1;1;0;1;0;1;0;0;0;eliteResidentProduction;300;aborted_300_rounds;0;16;1;1
74;25;1;2;0;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;7;2;0;4;0;0;3;2;0;0;0;0;0;adaptiveResidentStrategy;300;aborted_300_rounds;0;16;1;1
75;25;2;3;0;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;7;2;0;4;0;3;2;0;0;0;0;0;0;balanced;300;aborted_300_rounds;0;16;1;1
76;26;0;1;1;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;7;2;0;2;2;1;2;1;0;0;0;1;0;balanced;300;aborted_300_rounds;0;-6;1;1
77;26;1;2;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;7;2;0;4;1;2;0;2;0;0;0;0;0;factoryVariety;300;aborted_300_rounds;0;-6;1;1
78;26;2;3;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;7;2;0;3;2;2;1;1;0;0;0;0;0;shipBuilding;300;aborted_300_rounds;0;-6;1;1
79;27;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;1;0;7;2;0;3;2;3;0;0;0;1;0;0;0;adaptiveResidentStrategy;300;aborted_300_rounds;0;-8;1;1
80;27;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;1;0;7;2;0;3;1;4;0;0;0;0;0;1;0;factoryVariety;300;aborted_300_rounds;0;-14;2;0
81;27;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;1;0;7;2;0;3;2;1;1;1;0;0;1;0;0;adaptiveResidentStrategy;300;aborted_300_rounds;0;-8;1;1
82;28;0;3;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;7;2;0;4;0;2;1;1;0;0;0;1;0;balanced;300;aborted_300_rounds;0;10;1;1
83;28;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;7;2;0;6;1;0;1;0;0;0;1;0;0;factoryVariety;300;aborted_300_rounds;0;2;2;0
84;28;2;2;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;7;2;0;1;1;4;2;0;1;0;0;0;0;balanced;300;aborted_300_rounds;0;10;1;1
85;29;0;3;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;7;2;0;3;0;2;2;0;0;2;0;0;0;adaptiveResidentStrategy;300;aborted_300_rounds;0;22;2;0
86;29;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;7;2;0;5;2;1;1;0;0;0;0;0;0;factoryVariety;300;aborted_300_rounds;0;28;1;1
87;29;2;2;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;7;2;0;2;1;2;2;1;0;0;1;0;0;factoryVariety;300;aborted_300_rounds;0;28;1;1
88;30;0;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;7;2;0;4;2;1;0;1;0;1;0;0;0;explorationFocus;300;aborted_300_rounds;0;-30;3;0
89;30;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;7;2;0;5;1;1;0;1;0;0;1;0;0;shipBuilding;300;aborted_300_rounds;0;-14;2;0
90;30;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;7;2;0;4;1;0;3;0;0;1;0;0;0;adaptiveResidentStrategy;300;aborted_300_rounds;0;-8;1;1
91;31;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;7;2;0;3;4;1;0;0;0;1;0;0;0;eliteResidentProduction;300;aborted_300_rounds;0;38;1;1
92;31;1;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;7;2;0;3;0;2;3;1;0;0;0;0;0;eliteResidentProduction;300;aborted_300_rounds;0;38;1;1
93;31;2;3;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;7;2;0;6;1;1;0;0;1;0;0;0;0;factoryVariety;300;aborted_300_rounds;0;38;1;1
94;32;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;7;2;0;3;1;3;0;0;1;1;0;0;0;factoryVariety;300;aborted_300_rounds;0;-4;2;0
95;32;1;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;7;2;0;5;0;2;0;2;0;0;0;0;0;balanced;300;aborted_300_rounds;0;0;1;1
96;32;2;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;7;2;0;4;3;0;1;1;0;0;0;0;0;factoryVariety;300;aborted_300_rounds;0;-4;2;0
97;33;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;7;2;0;3;2;1;1;2;0;0;0;0;0;balanced;300;aborted_300_rounds;0;10;1;1
98;33;1;2;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;7;2;0;4;2;0;1;1;0;1;0;0;0;adaptiveResidentStrategy;300;aborted_300_rounds;0;10;1;1
99;33;2;3;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;7;2;0;6;0;1;0;1;1;0;0;0;0;balanced;300;aborted_300_rounds;0;10;1;1
100;34;0;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;7;2;0;4;1;1;1;1;0;1;0;0;0;adaptiveResidentStrategy;300;aborted_300_rounds;0;26;1;1
101;34;1;2;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;7;2;0;3;1;2;1;1;1;0;0;0;0;adaptiveResidentStrategy;300;aborted_300_rounds;0;26;1;1
102;34;2;3;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;7;2;0;3;4;1;0;1;0;0;0;0;0;balanced;300;aborted_300_rounds;0;26;1;1
103;35;0;3;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;7;2;0;4;3;1;0;0;0;1;0;0;0;adaptiveResidentStrategy;300;aborted_300_rounds;0;18;1;1
104;35;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;7;2;0;2;2;2;1;2;0;0;0;0;0;factoryVariety;300;aborted_300_rounds;0;18;1;1
105;35;2;2;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;7;2;0;2;3;0;2;2;0;0;0;0;0;eliteResidentProduction;300;aborted_300_rounds;0;18;1;1
106;36;0;2;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;7;2;0;2;2;3;0;1;0;0;0;1;0;adaptiveResidentStrategy;300;aborted_300_rounds;0;10;1;1
107;36;1;3;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;7;2;0;5;0;2;1;0;0;1;0;0;0;adaptiveResidentStrategy;300;aborted_300_rounds;0;10;1;1
108;36;2;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;7;2;0;2;0;2;3;1;0;0;0;1;0;explorationFocus;300;aborted_300_rounds;0;4;2;0
109;37;0;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;7;2;0;3;1;2;1;1;0;0;1;0;0;eliteResidentProduction;300;aborted_300_rounds;0;22;2;0
110;37;1;2;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;7;2;0;3;2;1;1;1;1;0;0;0;0;factoryVariety;300;aborted_300_rounds;0;28;1;1
111;37;2;3;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;7;2;0;3;2;2;0;2;0;0;0;0;0;eliteResidentProduction;300;aborted_300_rounds;0;22;2;0
112;38;0;3;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;7;2;0;4;1;3;0;0;0;1;0;0;0;explorationFocus;300;aborted_300_rounds;0;10;1;1
113;38;1;1;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;7;2;0;4;1;3;0;1;0;0;0;0;0;adaptiveResidentStrategy;300;aborted_300_rounds;0;10;1;1
114;38;2;2;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;7;2;0;3;3;1;1;1;0;0;0;0;0;eliteResidentProduction;300;aborted_300_rounds;0;10;1;1
115;39;0;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;7;2;0;3;0;4;1;0;0;0;0;1;0;adaptiveResidentStrategy;300;aborted_300_rounds;0;-8;1;1
116;39;1;2;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;7;2;0;4;2;1;1;1;0;0;0;0;0;balanced;300;aborted_300_rounds;0;-8;1;1
117;39;2;3;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;7;2;0;4;2;1;0;1;0;0;1;0;0;eliteResidentProduction;300;aborted_300_rounds;0;-8;1;1
118;40;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;7;2;0;5;1;1;0;0;0;1;1;0;0;eliteResidentProduction;300;aborted_300_rounds;0;38;1;1
119;40;1;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;7;2;0;5;1;1;1;1;0;0;0;0;0;adaptiveResidentStrategy;300;aborted_300_rounds;0;38;1;1
120;40;2;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;7;2;0;4;1;1;1;1;0;1;0;0;0;eliteResidentProduction;300;aborted_300_rounds;0;38;1;1
121;41;0;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;7;2;0;2;2;2;1;0;2;0;0;0;0;adaptiveResidentStrategy;300;aborted_300_rounds;0;34;1;1
122;41;1;1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;7;2;0;5;0;2;1;0;0;0;0;1;0;balanced;300;aborted_300_rounds;0;34;1;1
123;41;2;2;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;7;2;0;2;1;4;0;0;0;1;1;0;0;eliteResidentProduction;300;aborted_300_rounds;0;34;1;1
124;42;0;2;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;7;2;0;2;2;2;1;1;1;0;0;0;0;factoryVariety;300;aborted_300_rounds;0;18;1;1
